qid,bm25,baseline,decomposition,yesno,iterative,iterative_pool,iterative_pool_rerank,steps
2hop__677160_110882,0.5,0.5,0.5,0.0,0.5,0.5,0.5,3
2hop__227791_75487,0.5,1.0,0.5,1.0,0.5,0.5,0.5,2
2hop__398344_85513,0.5,0.5,0.5,0.0,0.5,0.5,0.5,3
2hop__37353_23241,0.5,0.0,0.5,0.0,0.5,0.5,0.5,2
2hop__13548_13529,0.5,0.5,0.0,0.0,0.5,0.5,0.5,2
2hop__243084_523417,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__35989_623159,0.5,0.0,0.5,0.0,0.5,0.5,0.5,2
2hop__25396_593388,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__62369_84616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__342746_679190,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__161872_21567,0.5,0.5,0.5,1.0,0.5,1.0,0.5,3
2hop__560534_91104,0.5,0.5,0.5,0.5,1.0,1.0,1.0,3
2hop__488811_30078,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__63214_319330,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__157251_556157,0.5,1.0,0.5,1.0,0.5,0.5,0.5,2
2hop__82669_768138,0.5,0.5,0.5,0.0,0.5,0.5,0.5,2
2hop__705035_152093,0.0,0.5,0.5,0.0,0.5,0.5,0.5,2
2hop__274110_413723,0.0,0.0,0.5,0.0,0.0,0.5,0.5,3
2hop__152027_141308,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__30741_85990,0.0,0.0,0.0,0.0,0.5,0.5,0.0,3
2hop__848156_130869,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__552607_126089,0.5,0.0,0.5,0.5,0.5,0.5,0.5,3
2hop__472083_7298,0.5,0.0,0.0,0.0,0.0,0.5,0.5,3
2hop__14121_15463,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__267938_92763,0.5,0.5,0.5,0.0,0.5,0.5,0.5,2
2hop__6744_6731,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2
2hop__156700_63853,0.5,0.5,0.5,0.5,0.5,0.5,0.0,3
2hop__821368_14251,0.5,0.0,0.0,0.0,0.5,0.5,0.5,3
2hop__394720_120259,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__203437_152093,0.5,0.0,0.5,0.0,0.5,0.5,0.5,2
2hop__776637_87295,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__832795_350510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__506035_325512,0.5,0.5,0.5,0.0,0.5,0.5,0.5,3
2hop__398344_439882,0.5,1.0,0.5,0.0,1.0,1.0,1.0,2
2hop__536283_67465,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2
2hop__311694_129669,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__84439_482364,0.0,0.0,0.5,0.0,0.5,0.5,0.5,2
2hop__156700_73244,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3
2hop__60336_169233,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__13986_161674,0.5,0.5,0.5,0.5,0.0,0.5,0.5,3
2hop__128342_375952,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__24661_66233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__803903_78606,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__31085_23241,0.5,0.5,0.5,0.5,0.5,1.0,0.5,3
2hop__47071_162399,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__700093_455653,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__85993_512508,0.0,0.5,0.5,0.5,0.0,0.0,0.0,3
2hop__31094_31122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__511296_2684,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2
2hop__347_59409,0.0,0.5,0.5,0.0,0.5,0.5,0.5,2
2hop__310112_88165,0.0,1.0,1.0,0.5,1.0,1.0,0.5,3
2hop__176712_8311,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__73760_712629,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2
2hop__23459_35123,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2
2hop__124807_135019,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__63483_786853,0.5,0.5,0.5,0.5,0.0,0.5,0.5,3
2hop__123509_5385,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__860241_766393,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__442516_595885,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2
2hop__6956_192417,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2
2hop__29752_814677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__463884_807572,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__75207_7363,0.0,0.0,0.5,0.0,0.5,1.0,0.5,2
2hop__147212_60904,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2
2hop__132472_684936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2hop__726717_610238,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2
2hop__191125_781346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2hop__67660_67223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__475070_532404,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__491195_265959,0.5,0.0,0.5,0.5,0.5,0.5,0.5,2
2hop__81659_52835,1.0,1.0,0.0,1.0,0.5,0.5,0.5,2
2hop__21991_43945,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__729651_631003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__599396_19320,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3
2hop__135651_669373,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2
2hop__402530_774333,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__115515_779396,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__161915_78851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2hop__62823_654855,0.5,0.0,0.0,0.0,0.5,0.5,0.5,2
2hop__850984_7292,1.0,0.5,0.0,0.5,0.5,0.5,0.5,2
2hop__43579_289940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2hop__71871_494136,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__701525_342810,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__37097_53663,0.0,0.5,0.0,0.5,0.5,0.5,0.5,3
2hop__816977_6455,1.0,1.0,1.0,0.5,0.5,1.0,1.0,3
2hop__857585_14251,0.5,0.0,0.5,0.0,0.5,1.0,1.0,3
2hop__135822_46621,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2
2hop__22930_23241,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__96414_159054,1.0,0.0,1.0,0.0,0.5,0.5,0.5,2
2hop__159902_362941,0.5,0.0,0.5,0.0,0.5,0.5,0.0,3
2hop__415518_616002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__821197_368148,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__124412_402641,1.0,1.0,1.0,0.0,1.0,1.0,0.5,3
2hop__551235_310309,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__580231_162399,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2
2hop__10900_21567,1.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__195917_575657,0.5,0.5,0.0,0.0,0.5,0.5,0.5,2
2hop__45296_83837,1.0,0.5,0.5,0.5,1.0,1.0,1.0,2
2hop__606439_127399,0.5,1.0,1.0,0.0,1.0,1.0,1.0,2
2hop__56806_7298,0.0,0.0,0.5,0.0,0.5,0.5,0.0,2
2hop__21104_16334,1.0,0.5,0.5,0.0,1.0,1.0,1.0,2
2hop__60880_87295,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3
2hop__628752_538661,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__685045_19320,0.5,0.0,0.5,0.0,0.5,0.5,0.5,2
2hop__711639_110949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2hop__91211_90973,0.5,1.0,0.0,1.0,0.5,0.5,0.5,3
2hop__31124_31122,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2
2hop__499577_617190,0.5,0.5,1.0,0.5,0.5,0.5,0.5,3
2hop__487706_40502,0.5,0.0,0.5,0.0,0.5,0.5,0.5,2
2hop__2682_577502,0.5,0.0,0.5,0.0,0.5,0.5,0.5,3
2hop__135668_561444,0.5,1.0,1.0,0.0,1.0,1.0,1.0,2
2hop__849534_122868,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__51113_84616,0.5,0.0,0.0,0.0,0.5,0.5,0.5,2
2hop__20256_74481,0.0,0.5,0.0,0.0,0.0,0.5,0.5,3
2hop__586343_83289,0.5,0.0,1.0,0.5,0.5,1.0,1.0,2
2hop__497191_129669,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__510647_507085,1.0,0.5,1.0,0.5,1.0,1.0,1.0,3
2hop__468778_88165,0.5,1.0,1.0,1.0,1.0,1.0,1.0,3
2hop__73615_42173,0.5,0.0,0.5,0.5,0.5,0.5,0.5,3
2hop__524623_82341,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__326404_120065,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__132472_120537,0.5,0.5,0.5,0.0,0.5,0.5,0.5,2
2hop__135029_712629,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2
2hop__728887_159109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__384238_74735,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__462179_643013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
2hop__608902_653666,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__80834_148696,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__315072_120259,0.0,0.5,0.0,0.5,0.5,0.5,0.0,2
2hop__358582_189042,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__286621_67370,0.5,0.0,0.5,0.0,0.5,0.5,0.5,3
2hop__96137_62765,0.0,0.5,0.5,0.0,0.5,0.5,0.5,2
2hop__595747_31270,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__807257_590611,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__734582_71302,0.0,1.0,0.5,1.0,0.5,0.5,0.5,2
2hop__207597_73244,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3
2hop__149983_108549,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2
2hop__157602_21567,0.5,0.5,0.0,0.0,0.5,0.5,0.5,3
2hop__852657_155922,1.0,0.5,0.5,0.0,1.0,1.0,1.0,2
2hop__135653_669373,0.5,1.0,1.0,1.0,0.5,0.5,0.5,2
2hop__458131_174974,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__81825_49084,0.0,0.0,0.5,0.0,0.0,0.5,0.0,3
2hop__244193_461106,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__389778_78303,0.5,0.5,0.0,0.5,0.0,0.5,0.5,3
2hop__256553_617289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2hop__9174_9237,0.5,0.0,0.5,0.0,0.5,0.5,0.5,2
2hop__88149_807969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2hop__39954_65371,1.0,0.0,0.5,0.0,0.0,0.5,0.5,2
2hop__68322_510545,0.0,0.5,0.5,0.5,0.5,0.5,0.5,3
2hop__88953_64006,0.5,0.5,0.5,0.5,1.0,1.0,1.0,2
2hop__574419_270105,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__247353_55227,0.5,0.5,0.0,1.0,1.0,1.0,0.5,3
2hop__91021_19033,0.5,0.0,0.5,0.0,0.5,0.5,0.0,3
2hop__96414_47902,0.5,0.5,0.5,0.0,0.5,0.5,0.5,2
2hop__73717_653666,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2
2hop__635185_141338,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3
2hop__136214_483189,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
